FILE,marker,variant
GCF_014656235.1,gyrB,74
GCF_014673495.1,gyrB,132
GCF_014701095.1,gyrB,470
GCF_014712245.1,gyrB,428
GCF_014852565.2,gyrB,636
GCF_014852655.1,gyrB,636
GCF_014873495.1,gyrB,372
GCF_014905535.1,gyrB,669
GCF_014930355.1,gyrB,296
GCF_014930365.1,gyrB,296
GCF_014930395.1,gyrB,296
GCF_014930405.1,gyrB,296
GCF_014930415.1,gyrB,296
GCF_015163075.1,gyrB,582
GCF_015244315.1,gyrB,474
GCF_015475835.1,gyrB,234
GCF_015475845.1,gyrB,189
GCF_015601545.1,gyrB,26
GCF_015645455.1,gyrB,350
GCF_015680775.2,gyrB,293
GCF_015689475.1,gyrB,366
GCF_015708605.1,gyrB,123
GCF_015710995.1,gyrB,341
GCF_015767735.1,gyrB,123
GCF_015767755.1,gyrB,123
GCF_015767775.1,gyrB,123
GCF_015767795.1,gyrB,123
GCF_015767815.1,gyrB,123
GCF_015767855.1,gyrB,123
GCF_015767875.1,gyrB,123
GCF_015767895.1,gyrB,123
GCF_015767915.1,gyrB,123
GCF_015767935.1,gyrB,123
GCF_015770475.1,gyrB,599
GCF_015912395.1,gyrB,123
GCF_015912435.1,gyrB,123
GCF_015912455.1,gyrB,123
GCF_015912465.1,gyrB,123
GCF_015912875.1,gyrB,123
GCF_015912895.1,gyrB,123
GCF_015912925.1,gyrB,123
GCF_015912945.1,gyrB,123
GCF_015912975.1,gyrB,123
GCF_015912985.1,gyrB,123
GCF_015912995.1,gyrB,123
GCF_015999245.1,gyrB,647
GCF_016017415.1,gyrB,385
GCF_016432665.1,gyrB,295
GCF_016432685.1,gyrB,280
GCF_016432735.1,gyrB,262
GCF_016457305.1,gyrB,541
GCF_016467295.1,gyrB,537
GCF_016491645.1,gyrB,180
GCF_016612545.1,gyrB,507
GCF_016612575.1,gyrB,273
GCF_016612605.1,gyrB,273
GCF_016612625.1,gyrB,656
GCF_016612645.1,gyrB,273
GCF_016612665.1,gyrB,579
GCF_016612705.1,gyrB,309
GCF_016612725.1,gyrB,309
GCF_016612755.1,gyrB,38
GCF_016612775.1,gyrB,309
GCF_016613285.1,gyrB,92
GCF_016613335.1,gyrB,92
GCF_016653995.1,gyrB,1
GCF_016654055.1,gyrB,309
GCF_016654065.1,gyrB,273
GCF_016654115.1,gyrB,656
GCF_016741775.1,gyrB,684
GCF_016741825.1,gyrB,356
GCF_016741855.1,gyrB,696
GCF_016741875.1,gyrB,630
GCF_016741935.1,gyrB,574
GCF_016755855.1,gyrB,40
GCF_016755875.1,gyrB,42
GCF_016755895.1,gyrB,175
GCF_016757295.1,gyrB,379
GCF_016772455.1,gyrB,202
GCF_016803985.1,gyrB,376
GCF_016834575.1,gyrB,46
GCF_016860525.1,gyrB,450
GCF_016876065.1,gyrB,688
GCF_016901035.1,gyrB,606
GCF_016906185.1,gyrB,2
GCF_016906205.1,gyrB,2
GCF_016906225.1,gyrB,2
GCF_016906245.1,gyrB,2
GCF_016906265.1,gyrB,2
GCF_016909575.1,gyrB,224
GCF_016917755.1,gyrB,260
GCF_016921115.1,gyrB,423
GCF_017168205.1,gyrB,548
GCF_017311125.1,gyrB,2
GCF_017349075.1,gyrB,301
GCF_017352335.1,gyrB,147
GCF_017356985.1,gyrB,301
GCF_017358145.1,gyrB,1
GCF_017526105.1,gyrB,589
GCF_017592595.1,gyrB,217
GCF_017614965.1,gyrB,567
GCF_017639205.1,gyrB,40
GCF_017874515.1,gyrB,248
GCF_017876235.1,gyrB,198
GCF_017876255.1,gyrB,492
GCF_017877015.1,gyrB,550
GCF_017916255.1,gyrB,145
GCF_017933115.1,gyrB,161
GCF_017933235.1,gyrB,161
GCF_017933255.1,gyrB,161
GCF_017942185.1,gyrB,88
GCF_017968905.1,gyrB,161
GCF_017968935.1,gyrB,161
GCF_017968965.1,gyrB,161
GCF_017969005.1,gyrB,559
GCF_017969025.1,gyrB,161
GCF_017969045.1,gyrB,161
GCF_017979945.1,gyrB,355
GCF_018069625.1,gyrB,602
GCF_018070055.1,gyrB,180
GCF_018070125.1,gyrB,180
GCF_018070145.1,gyrB,330
GCF_018070175.1,gyrB,346
GCF_018070205.1,gyrB,327
GCF_018070225.1,gyrB,216
GCF_018070255.1,gyrB,682
GCF_018070265.1,gyrB,346
GCF_018070345.1,gyrB,481
GCF_018070535.1,gyrB,651
GCF_018070665.1,gyrB,377
GCF_018070745.1,gyrB,626
GCF_018128905.1,gyrB,538
GCF_018138705.1,gyrB,88
GCF_018138715.1,gyrB,88
GCF_018255875.1,gyrB,139
GCF_018310575.1,gyrB,214
GCF_018530775.1,gyrB,312
GCF_018530825.1,gyrB,29
GCF_018604545.1,gyrB,633
GCF_018614185.1,gyrB,321
GCF_018614355.1,gyrB,321
GCF_018614415.1,gyrB,650
GCF_018614525.1,gyrB,300
GCF_018619165.1,gyrB,93
GCF_018619185.1,gyrB,230
GCF_018619195.1,gyrB,93
GCF_018619235.1,gyrB,93
GCF_018619495.1,gyrB,187
GCF_018619515.1,gyrB,187
GCF_018619535.1,gyrB,187
GCF_018619555.1,gyrB,187
GCF_018619575.1,gyrB,187
GCF_018619585.1,gyrB,187
GCF_018638305.1,gyrB,417
GCF_018638335.1,gyrB,400
GCF_018728545.1,gyrB,677
GCF_018866325.1,gyrB,363
GCF_018883605.1,gyrB,259
GCF_018966745.1,gyrB,262
GCF_018982965.1,gyrB,390
GCF_019029485.1,gyrB,180
GCF_019029505.1,gyrB,180
GCF_019049125.1,gyrB,553
GCF_019049165.1,gyrB,459
GCF_019049185.1,gyrB,408
GCF_019049245.1,gyrB,456
GCF_019049255.1,gyrB,251
GCF_019049285.1,gyrB,220
GCF_019049325.1,gyrB,676
GCF_019049345.1,gyrB,672
GCF_019067045.1,gyrB,398
GCF_019090105.1,gyrB,246
GCF_900079405.2,gyrB,501
GCF_900079415.1,gyrB,598
GCF_900090065.1,gyrB,35
GCF_900090085.1,gyrB,105
GCF_900091315.1,gyrB,616
GCF_900091715.1,gyrB,188
GCF_900091725.1,gyrB,433
GCF_900091745.1,gyrB,35
GCF_900091765.1,gyrB,446
GCF_900091775.1,gyrB,271
GCF_900091785.1,gyrB,92
GCF_900091835.1,gyrB,35
GCF_900091865.1,gyrB,187
GCF_900091875.1,gyrB,526
GCF_900091885.1,gyrB,521
GCF_900091905.1,gyrB,6
GCF_900091975.1,gyrB,231
GCF_900091985.1,gyrB,231
GCF_900092005.1,gyrB,523
GCF_900095575.1,gyrB,188
GCF_900101585.1,gyrB,445
GCF_900102245.1,gyrB,208
GCF_900103585.1,gyrB,323
GCF_900104815.1,gyrB,501
GCF_900104865.1,gyrB,690
GCF_900104935.1,gyrB,330
GCF_900105235.1,gyrB,208
GCF_900105245.1,gyrB,712
GCF_900105265.1,gyrB,580
GCF_900105275.1,gyrB,359
GCF_900105395.1,gyrB,352
GCF_900105415.1,gyrB,313
GCF_900105465.1,gyrB,359
GCF_900105525.1,gyrB,690
GCF_900105605.1,gyrB,711
GCF_900105695.1,gyrB,70
GCF_900105705.1,gyrB,8
GCF_900105775.1,gyrB,208
GCF_900105915.1,gyrB,208
GCF_900114955.1,gyrB,421
GCF_900119365.1,gyrB,608
GCF_900129855.1,gyrB,637
GCF_900171555.1,gyrB,5
GCF_900187385.1,gyrB,208
GCF_900187925.1,gyrB,410
GCF_900206255.1,gyrB,581
GCF_900215565.1,gyrB,282
GCF_900215595.1,gyrB,372
GCF_900215615.1,gyrB,482
GCF_900221035.1,gyrB,697
GCF_900236475.1,gyrB,685
GCF_900236505.1,gyrB,685
GCF_900460065.1,gyrB,8
GCF_900460115.1,gyrB,293
GCF_904440635.1,gyrB,529
GCF_904440645.1,gyrB,529
GCF_000009765.2,recA,123
GCF_000010605.1,recA,8
GCF_000091305.1,recA,166
GCF_000092385.1,recA,619
GCF_000147815.2,recA,337
GCF_000148465.1,recA,130
GCF_000156695.2,recA,606
GCF_000163875.1,recA,130
GCF_000177175.2,recA,6
GCF_000177195.2,recA,208
GCF_000204605.1,recA,590
GCF_000220705.2,recA,181
GCF_000225525.1,recA,184
GCF_000226455.1,recA,302
GCF_000239075.1,recA,667
GCF_000253235.1,recA,16
GCF_000261345.2,recA,694
GCF_000262345.1,recA,196
GCF_000280865.2,recA,200
GCF_000297635.1,recA,47
GCF_000299175.2,recA,92
GCF_000316095.1,recA,137
GCF_000317595.1,recA,625
GCF_000331185.2,recA,57
GCF_000332625.1,recA,835
GCF_000340335.1,recA,125
GCF_000342125.1,recA,151
GCF_000349325.1,recA,659
GCF_000359525.1,recA,5
GCF_000364805.1,recA,36
GCF_000367365.1,recA,159
GCF_000373225.1,recA,5
GCF_000373405.1,recA,701
GCF_000373565.1,recA,503
GCF_000380165.1,recA,178
GCF_000382745.1,recA,208
GCF_000383595.1,recA,125
GCF_000383635.1,recA,668
GCF_000384175.1,recA,161
GCF_000385945.1,recA,13
GCF_000403665.1,recA,131
GCF_000403765.2,recA,828
GCF_000404005.1,recA,156
GCF_000411315.1,recA,404
GCF_000411495.1,recA,119
GCF_000412265.2,recA,801
GCF_000414115.1,recA,571
GCF_000424945.1,recA,755
GCF_000429085.1,recA,134
GCF_000444875.1,recA,623
GCF_000478605.2,recA,970
GCF_000495755.1,recA,235
GCF_000497425.1,recA,902
GCF_000497445.1,recA,237
GCF_000498935.1,recA,606
GCF_000504065.1,recA,828
GCF_000518045.1,recA,969
GCF_000590515.1,recA,375
GCF_000612545.2,recA,741
GCF_000647875.1,recA,760
GCF_000695235.1,recA,828
GCF_000696595.1,recA,147
GCF_000698495.1,recA,366
GCF_000700005.2,recA,242
GCF_000707925.2,recA,57
GCF_000709915.1,recA,783
GCF_000715745.1,recA,2
GCF_000715845.1,recA,90
GCF_000716025.1,recA,22
GCF_000716215.1,recA,163
GCF_000716435.1,recA,575
GCF_000716445.1,recA,179
GCF_000716455.1,recA,214
GCF_000716515.1,recA,214
GCF_000716525.1,recA,119
GCF_000716535.1,recA,363
GCF_000716605.1,recA,761
GCF_000716625.1,recA,124
GCF_000716675.1,recA,118
GCF_000716685.1,recA,428
GCF_000716805.1,recA,183
GCF_000716845.1,recA,57
GCF_000716875.1,recA,155
GCF_000716935.1,recA,13
GCF_000717025.1,recA,9
GCF_000717055.1,recA,142
GCF_000717215.1,recA,42
GCF_000717285.1,recA,57
GCF_000717345.1,recA,52
GCF_000717375.1,recA,5
GCF_000717595.1,recA,379
GCF_000717635.1,recA,355
GCF_000717645.1,recA,2
GCF_000717655.1,recA,553
GCF_000717665.1,recA,42
GCF_000717725.1,recA,155
GCF_000717745.1,recA,71
GCF_000717795.1,recA,6
GCF_000717805.1,recA,57
GCF_000717815.1,recA,780
GCF_000717845.1,recA,766
GCF_000717875.1,recA,221
GCF_000717895.1,recA,933
GCF_000717915.1,recA,259
GCF_000717925.1,recA,408
GCF_000717945.1,recA,860
GCF_000717965.1,recA,2
GCF_000717995.1,recA,176
GCF_000718015.1,recA,68
GCF_000718095.1,recA,168
GCF_000718155.1,recA,145
GCF_000718165.1,recA,580
GCF_000718175.1,recA,11
GCF_000718205.1,recA,195
GCF_000718235.1,recA,195
GCF_000718245.1,recA,2
GCF_000718295.1,recA,57
GCF_000718305.1,recA,153
GCF_000718315.1,recA,138
GCF_000718375.1,recA,219
GCF_000718455.1,recA,628
GCF_000718525.1,recA,252
GCF_000718595.1,recA,124
GCF_000718615.1,recA,2
GCF_000718625.1,recA,146
GCF_000718635.1,recA,174
GCF_000718675.1,recA,420
GCF_000718695.1,recA,106
GCF_000718705.1,recA,224
GCF_000718715.1,recA,57
GCF_000718755.1,recA,312
GCF_000718775.1,recA,339
GCF_000718785.1,recA,855
GCF_000718815.1,recA,57
GCF_000718835.1,recA,57
GCF_000718865.1,recA,57
GCF_000718915.1,recA,195
GCF_000718935.1,recA,743
GCF_000718945.1,recA,808
GCF_000718955.1,recA,720
GCF_000718985.1,recA,149
GCF_000719035.1,recA,195
GCF_000719185.1,recA,312
GCF_000719195.1,recA,106
GCF_000719255.1,recA,174
GCF_000719265.1,recA,384
GCF_000719345.1,recA,333
GCF_000719355.1,recA,491
GCF_000719365.1,recA,512
GCF_000719425.1,recA,119
GCF_000719435.1,recA,830
GCF_000719495.1,recA,257
GCF_000719505.1,recA,963
GCF_000719555.1,recA,911
GCF_000719575.1,recA,598
GCF_000719585.1,recA,42
GCF_000719605.1,recA,463
GCF_000719625.1,recA,224
GCF_000719655.1,recA,42
GCF_000719665.1,recA,251
GCF_000719735.1,recA,119
GCF_000719775.1,recA,519
GCF_000719785.1,recA,369
GCF_000719815.1,recA,507
GCF_000719855.1,recA,535
GCF_000719865.1,recA,392
GCF_000719895.1,recA,665
GCF_000719925.1,recA,42
GCF_000719955.1,recA,92
GCF_000720055.1,recA,2
GCF_000720065.1,recA,2
GCF_000720115.1,recA,872
GCF_000720135.1,recA,371
GCF_000720145.1,recA,464
GCF_000720175.1,recA,748
GCF_000720185.1,recA,678
GCF_000720215.1,recA,498
GCF_000720235.1,recA,17
GCF_000720255.1,recA,488
GCF_000720295.1,recA,472
GCF_000720325.1,recA,462
GCF_000720395.1,recA,36
GCF_000720405.1,recA,36
GCF_000720455.1,recA,17
GCF_000720475.1,recA,121
GCF_000720485.1,recA,46
GCF_000720505.1,recA,454
GCF_000720565.1,recA,57
GCF_000720605.1,recA,57
GCF_000720635.1,recA,774
GCF_000720645.1,recA,280
GCF_000720675.1,recA,601
GCF_000720715.1,recA,57
GCF_000720755.1,recA,363
GCF_000720765.1,recA,753
GCF_000720795.1,recA,720
GCF_000720835.1,recA,111
GCF_000720875.1,recA,700
GCF_000720885.1,recA,119
GCF_000721035.1,recA,252
GCF_000721045.1,recA,57
GCF_000721105.1,recA,583
GCF_000721185.1,recA,35
GCF_000721205.1,recA,195
GCF_000721235.1,recA,156
GCF_000721255.1,recA,122
GCF_000721335.1,recA,622
GCF_000721365.1,recA,671
GCF_000721415.1,recA,2
GCF_000721435.1,recA,265
GCF_000721455.1,recA,222
GCF_000721515.1,recA,689
GCF_000721525.1,recA,363
GCF_000721535.1,recA,50
GCF_000721575.1,recA,42
GCF_000721595.1,recA,36
GCF_000721605.1,recA,909
GCF_000721665.1,recA,420
GCF_000721685.1,recA,23
GCF_000721715.1,recA,844
GCF_000721935.1,recA,1017
GCF_000721945.1,recA,693
GCF_000721955.1,recA,221
GCF_000722015.1,recA,221
GCF_000722185.1,recA,28
GCF_000725125.1,recA,423
GCF_000725475.1,recA,132
GCF_000725495.1,recA,376
GCF_000725545.1,recA,11
GCF_000725555.1,recA,407
GCF_000725565.1,recA,214
GCF_000725625.1,recA,355
GCF_000725635.1,recA,93
GCF_000725645.1,recA,251
GCF_000725655.1,recA,607
GCF_000725715.1,recA,380
GCF_000725725.1,recA,180
GCF_000725745.1,recA,121
GCF_000725785.1,recA,136
GCF_000725795.1,recA,169
GCF_000725805.1,recA,180
GCF_000725885.1,recA,119
GCF_000738695.1,recA,268
GCF_000738715.1,recA,317
GCF_000739045.1,recA,437
GCF_000739105.1,recA,131
GCF_000743295.1,recA,470
GCF_000745345.1,recA,182
GCF_000761215.1,recA,843
GCF_000764715.1,recA,123
GCF_000772045.1,recA,446
GCF_000797385.1,recA,344
GCF_000800535.1,recA,257
GCF_000802245.2,recA,158
GCF_000805335.1,recA,823
GCF_000813365.1,recA,119
GCF_000816025.1,recA,751
GCF_000816465.3,recA,158
GCF_000816485.1,recA,907
GCF_000819545.1,recA,154
GCF_000829695.1,recA,675
GCF_000829715.2,recA,587
GCF_000830005.1,recA,175
GCF_000931445.1,recA,765
GCF_000935125.1,recA,684
GCF_000935135.2,recA,190
GCF_000935185.3,recA,828
GCF_000955965.1,recA,136
GCF_000956015.1,recA,697
GCF_000958545.1,recA,396
GCF_000966955.1,recA,809
GCF_000966965.1,recA,17
GCF_000966975.1,recA,144
GCF_000968685.2,recA,674
GCF_000972385.1,recA,556
GCF_000972395.1,recA,131
GCF_000972435.1,recA,186
GCF_000974985.2,recA,439
GCF_000980885.2,recA,565
GCF_000981895.1,recA,424
GCF_000988945.1,recA,304
GCF_001005085.2,recA,329
GCF_001005295.1,recA,253
GCF_001005405.1,recA,317
GCF_001008135.1,recA,529
GCF_001013905.1,recA,147
GCF_001014595.1,recA,797
GCF_001040905.1,recA,269
GCF_001044425.1,recA,915
GCF_001047315.1,recA,147
GCF_001047325.1,recA,655
GCF_001049855.1,recA,949
GCF_001184025.1,recA,650
GCF_001187435.1,recA,886
GCF_001189015.1,recA,544
GCF_001189025.1,recA,353
GCF_001189035.1,recA,529
GCF_001190165.1,recA,242
GCF_001267885.1,recA,1007
GCF_001270025.1,recA,762
GCF_001270485.1,recA,824
GCF_001270495.1,recA,824
GCF_001270505.1,recA,163
GCF_001270515.1,recA,179
GCF_001270565.1,recA,695
GCF_001270575.1,recA,73
GCF_001270635.1,recA,328
GCF_001270675.1,recA,195
GCF_001278075.1,recA,103
GCF_001278095.1,recA,440
GCF_001279005.1,recA,219
GCF_001279015.1,recA,57
GCF_001279025.1,recA,57
GCF_001279065.1,recA,214
GCF_001279075.1,recA,57
GCF_001279095.1,recA,57
GCF_001279105.1,recA,57
GCF_001279345.1,recA,923
GCF_001279355.1,recA,251
GCF_001279365.1,recA,214
GCF_001279375.1,recA,57
GCF_001279425.1,recA,2
GCF_001279445.1,recA,224
GCF_001279455.1,recA,581
GCF_001279485.1,recA,224
GCF_001279495.1,recA,230
GCF_001279545.1,recA,441
GCF_001279605.1,recA,251
GCF_001279615.1,recA,622
GCF_001279625.1,recA,749
GCF_001279685.1,recA,230
GCF_001279695.1,recA,900
GCF_001279725.1,recA,866
GCF_001279735.1,recA,195
GCF_001279765.1,recA,230
GCF_001279775.1,recA,805
GCF_001279805.1,recA,894
GCF_001279815.1,recA,17
GCF_001279845.1,recA,224
GCF_001279855.1,recA,17
GCF_001279885.1,recA,224
GCF_001279905.1,recA,17
GCF_001279925.1,recA,224
GCF_001279935.1,recA,17
GCF_001279965.1,recA,17
GCF_001279985.1,recA,610
GCF_001280005.1,recA,602
GCF_001280015.1,recA,794
GCF_001280045.1,recA,607
GCF_001280095.1,recA,346
GCF_001280125.1,recA,346
GCF_001282115.1,recA,291
GCF_001293595.1,recA,507
GCF_001294335.1,recA,54
GCF_001294345.1,recA,28
GCF_001414545.1,recA,324
GCF_001417675.1,recA,251
GCF_001417695.1,recA,358
GCF_001417735.1,recA,722
GCF_001417775.1,recA,821
GCF_001418125.1,recA,119
GCF_001418135.1,recA,223
GCF_001418165.1,recA,637
GCF_001418175.1,recA,658
GCF_001418325.1,recA,880
GCF_001418385.1,recA,566
GCF_001418395.1,recA,630
GCF_001418415.1,recA,542
GCF_001418465.1,recA,15
GCF_001418475.1,recA,141
GCF_001418545.1,recA,119
GCF_001418585.1,recA,654
GCF_001418625.1,recA,1
GCF_001418645.1,recA,152
GCF_001419695.1,recA,670
GCF_001419705.1,recA,540
GCF_001419795.1,recA,827
GCF_001425805.1,recA,848
GCF_001426325.1,recA,504
GCF_001426405.1,recA,199
GCF_001426425.1,recA,272
GCF_001426585.1,recA,599
GCF_001427245.1,recA,476
GCF_001427565.1,recA,504
GCF_001427745.1,recA,199
GCF_001428885.1,recA,857
GCF_001431765.1,recA,5
GCF_001434355.1,recA,353
GCF_001445655.1,recA,870
GCF_001445835.1,recA,178
GCF_001469455.2,recA,675
GCF_001482415.1,recA,838
GCF_001484565.1,recA,798
GCF_001485105.1,recA,301
GCF_001485125.1,recA,901
GCF_001507395.1,recA,57
GCF_001507435.1,recA,419
GCF_001509485.1,recA,929
GCF_001509505.1,recA,215
GCF_001509565.1,recA,92
GCF_001509775.1,recA,85
GCF_001509785.1,recA,521
GCF_001509795.1,recA,521
GCF_001513955.1,recA,693
GCF_001513965.1,recA,758
GCF_001513975.1,recA,296
GCF_001513985.1,recA,811
GCF_001514035.1,recA,532
GCF_001514045.1,recA,99
GCF_001514055.1,recA,605
GCF_001514065.1,recA,950
GCF_001514115.1,recA,772
GCF_001514125.1,recA,387
GCF_001514135.1,recA,123
GCF_001514145.1,recA,890
GCF_001514195.1,recA,102
GCF_001514205.1,recA,654
GCF_001514215.1,recA,948
GCF_001514235.1,recA,873
GCF_001514265.1,recA,163
GCF_001514285.1,recA,663
GCF_001531145.1,recA,535
GCF_001542625.1,recA,275
GCF_001550215.1,recA,166
GCF_001550225.1,recA,317
GCF_001550245.1,recA,317
GCF_001550295.1,recA,317
GCF_001550315.1,recA,396
GCF_001550325.1,recA,304
GCF_001550375.1,recA,304
GCF_001553435.1,recA,50
GCF_001553455.1,recA,50
GCF_001553475.1,recA,50
GCF_001570645.1,recA,50
GCF_001572115.1,recA,317
GCF_001577385.1,recA,5
GCF_001579685.1,recA,317
GCF_001590865.1,recA,220
GCF_001592685.1,recA,648
GCF_001595515.1,recA,186
GCF_001598115.1,recA,657
GCF_001611795.1,recA,981
GCF_001625365.1,recA,475
GCF_001632865.1,recA,977
GCF_001636945.2,recA,525
GCF_001640565.1,recA,644
GCF_001642695.1,recA,858
GCF_001642995.1,recA,825
GCF_001646665.1,recA,645
GCF_001650215.1,recA,644
GCF_001652895.1,recA,50
GCF_001653515.1,recA,1015
GCF_001654495.1,recA,875
GCF_001660045.1,recA,466
GCF_001661615.1,recA,119
GCF_001672315.1,recA,273
GCF_001685355.1,recA,378
GCF_001687325.1,recA,193
GCF_001693675.1,recA,130
GCF_001700505.1,recA,28
GCF_001700515.1,recA,509
GCF_001704195.1,recA,5
GCF_001704635.1,recA,516
GCF_001705785.1,recA,50
GCF_001715295.1,recA,527
GCF_001723055.1,recA,49
GCF_001723075.1,recA,902
GCF_001723115.1,recA,8
GCF_001729485.1,recA,921
GCF_001735805.1,recA,308
GCF_001746295.1,recA,359
GCF_001746305.1,recA,10
GCF_001746315.1,recA,10
GCF_001746365.1,recA,211
GCF_001746415.1,recA,449
GCF_001746425.1,recA,572
GCF_001746455.1,recA,449
GCF_001746465.1,recA,449
GCF_001746475.1,recA,449
GCF_001748165.1,recA,806
GCF_001750785.1,recA,380
GCF_001751305.1,recA,905
GCF_001756925.1,recA,242
GCF_001767375.1,recA,156
GCF_001865795.1,recA,656
GCF_001866645.1,recA,204
GCF_001866665.1,recA,789
GCF_001866675.1,recA,315
GCF_001886595.1,recA,16
GCF_001895105.1,recA,892
GCF_001896135.2,recA,399
GCF_001905005.1,recA,724
GCF_001905025.1,recA,801
GCF_001905125.1,recA,968
GCF_001905365.1,recA,984
GCF_001905385.1,recA,484
GCF_001905405.1,recA,636
GCF_001905425.1,recA,400
GCF_001905445.1,recA,705
GCF_001905485.1,recA,666
GCF_001905505.1,recA,547
GCF_001905525.1,recA,353
GCF_001905575.1,recA,558
GCF_001905595.1,recA,303
GCF_001905645.1,recA,777
GCF_001905665.1,recA,205
GCF_001905705.1,recA,206
GCF_001905725.1,recA,837
GCF_001905735.1,recA,908
GCF_001905785.1,recA,694
GCF_001905795.1,recA,712
GCF_001905825.1,recA,629
GCF_001905845.1,recA,538
GCF_001905855.1,recA,973
GCF_001905885.1,recA,986
GCF_001905905.1,recA,988
GCF_001906585.1,recA,1012
GCF_001941265.1,recA,301
GCF_001941275.1,recA,301
GCF_001941285.1,recA,301
GCF_001941845.1,recA,135
GCF_001949645.1,recA,301
GCF_001953875.1,recA,535
GCF_001953885.1,recA,297
GCF_001969965.1,recA,516
GCF_001974775.1,recA,573
GCF_001975025.1,recA,215
GCF_001983975.1,recA,518
GCF_001984445.1,recA,52
GCF_002005225.1,recA,324
GCF_002005565.1,recA,635
GCF_002007685.1,recA,535
GCF_002009175.1,recA,856
GCF_002017835.1,recA,123
GCF_002019855.1,recA,501
GCF_002021875.1,recA,249
GCF_002028385.1,recA,408
GCF_002028425.1,recA,352
GCF_002078175.1,recA,861
GCF_002078235.1,recA,788
GCF_002080455.1,recA,408
GCF_002082175.1,recA,2
GCF_002082195.1,recA,582
GCF_002090335.1,recA,685
GCF_002094995.1,recA,228
GCF_002099185.1,recA,1010
GCF_002119225.1,recA,380
GCF_002148965.1,recA,730
GCF_002150735.1,recA,704
GCF_002150845.1,recA,406
GCF_002154275.1,recA,85
GCF_002154375.1,recA,385
GCF_002154385.1,recA,23
GCF_002154415.1,recA,120
GCF_002154445.1,recA,380
GCF_002154505.1,recA,468
GCF_002154555.1,recA,595
GCF_002154575.1,recA,20
GCF_002155725.1,recA,354
GCF_002155765.1,recA,396
GCF_002155885.1,recA,87
GCF_002155905.1,recA,107
GCF_002155915.1,recA,888
GCF_002156055.1,recA,588
GCF_002156075.1,recA,680
GCF_002156095.1,recA,291
GCF_002156145.1,recA,953
GCF_002188335.1,recA,229
GCF_002188345.1,recA,190
GCF_002188365.1,recA,212
GCF_002189675.2,recA,118
GCF_002192455.1,recA,236
GCF_002217715.1,recA,347
GCF_002217755.1,recA,781
GCF_002224125.2,recA,714
GCF_002237655.1,recA,966
GCF_002242805.1,recA,784
GCF_002251155.1,recA,107
GCF_002261115.1,recA,84
GCF_002277855.1,recA,292
GCF_002286695.1,recA,955
GCF_002289335.1,recA,5
GCF_002300165.1,recA,382
GCF_002300315.1,recA,238
GCF_002300485.1,recA,391
GCF_002317005.1,recA,5
GCF_002317025.1,recA,5
GCF_002317035.1,recA,5
GCF_002335465.1,recA,772
GCF_002382885.1,recA,719
GCF_002551015.1,recA,513
GCF_002551045.1,recA,513
GCF_002551055.1,recA,513
GCF_002551065.1,recA,227
GCF_002551105.1,recA,23
GCF_002551135.1,recA,642
GCF_002551145.1,recA,22
GCF_002551175.1,recA,578
GCF_002551185.1,recA,983
GCF_002551225.1,recA,528
GCF_002551235.1,recA,863
GCF_002551295.1,recA,353
GCF_002551305.1,recA,965
GCF_002551335.1,recA,947
GCF_002551345.1,recA,470
GCF_002551375.1,recA,747
GCF_002551415.1,recA,267
GCF_002551425.1,recA,2
GCF_002551435.1,recA,787
GCF_002551465.1,recA,513
GCF_002551475.1,recA,227
GCF_002556545.1,recA,803
GCF_002591335.1,recA,618
GCF_002705685.1,recA,813
GCF_002705695.1,recA,349
GCF_002727115.1,recA,82
GCF_002742045.1,recA,534
GCF_002761895.1,recA,740
GCF_002797835.1,recA,217
GCF_002802945.1,recA,393
GCF_002803155.1,recA,189
GCF_002803175.1,recA,871
GCF_002803195.1,recA,801
GCF_002803845.1,recA,145
GCF_002804165.1,recA,652
GCF_002812405.1,recA,551
GCF_002832675.1,recA,10
GCF_002844215.1,recA,234
GCF_002846415.1,recA,451
GCF_002846455.1,recA,691
GCF_002879675.3,recA,395
GCF_002891295.1,recA,209
GCF_002891315.1,recA,295
GCF_002891435.1,recA,669
GCF_002891865.1,recA,518
GCF_002899455.1,recA,972
GCF_002910725.2,recA,93
GCF_002910775.2,recA,708
GCF_002910795.1,recA,5
GCF_002910815.1,recA,5
GCF_002910825.1,recA,327
GCF_002910875.1,recA,340
GCF_002910905.1,recA,563
GCF_002910915.1,recA,936
GCF_002910935.1,recA,95
GCF_002910985.1,recA,95
GCF_002920535.1,recA,925
GCF_002920575.1,recA,258
GCF_002920635.1,recA,341
GCF_002939385.1,recA,746
GCF_002939475.1,recA,82
GCF_002941025.1,recA,711
GCF_002943895.1,recA,648
GCF_002946835.1,recA,534
GCF_002966105.1,recA,242
GCF_002982015.1,recA,511
GCF_003013745.1,recA,766
GCF_003024195.1,recA,776
GCF_003024215.1,recA,737
GCF_003032475.1,recA,896
GCF_003041235.1,recA,836
GCF_003046555.1,recA,881
GCF_003048205.2,recA,305
GCF_003073355.1,recA,168
GCF_003074055.1,recA,945
GCF_003097515.1,recA,197
GCF_003112515.1,recA,241
GCF_003112535.1,recA,906
GCF_003112555.1,recA,924
GCF_003112575.1,recA,244
GCF_003112595.1,recA,331
GCF_003116675.1,recA,508
GCF_003116715.1,recA,887
