query,subject,identity,algn_length,mismatches,gap_opens,q_start,q_end,s_start,s_end,evalue,bit_score,q_cov,assembly_accession,name,symbol,attributes,status,product_accession
trpB_822,NZ_LBMU02000037.1,100.0,567,0,0,1,567,18599,19165,0.0,1023.0,100,GCF_001005085.2,tryptophan synthase subunit beta,trpB,,with_protein,WP_046729578.1
trpB_244,NZ_LBMK01000001.1,100.0,567,0,0,1,567,935221,935787,0.0,1023.0,100,GCF_001005295.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_046775289.1
trpB_290,NZ_LBNJ01000648.1,100.0,567,0,0,1,567,4980,5546,0.0,1023.0,100,GCF_001005405.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_037728340.1
trpB_442,NZ_LBNW01000253.1,100.0,567,0,0,1,567,4016,3450,0.0,1023.0,100,GCF_001008135.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_046916382.1
trpB_158,NZ_LN831790.1,100.0,567,0,0,1,567,5986007,5986573,0.0,1023.0,100,GCF_001013905.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_029385936.1
trpB_660,NZ_LAYX01000049.1,100.0,567,0,0,1,567,22111,21545,0.0,1023.0,100,GCF_001014595.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_047142582.1
trpB_256,NZ_CP011799.1,100.0,567,0,0,1,567,6138029,6138595,0.0,1023.0,100,GCF_001040905.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_208883136.1
trpB_935,NZ_LFML01000003.1,100.0,567,0,0,1,567,56245,55679,0.0,1023.0,100,GCF_001044425.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_048474417.1
trpB_158,NZ_LFEH01000001.1,100.0,567,0,0,1,567,121860,121294,0.0,1023.0,100,GCF_001047315.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_029385936.1
trpB_855,NZ_LFXA01000004.1,100.0,567,0,0,1,567,205554,204988,0.0,1023.0,100,GCF_001187435.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_049715420.1
trpB_459,NZ_KQ257765.1,100.0,567,0,0,1,567,375711,376277,0.0,1023.0,100,GCF_001189025.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_050358090.1
trpB_442,NZ_KQ257868.1,100.0,567,0,0,1,567,513122,512556,0.0,1023.0,100,GCF_001189035.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_046916382.1
trpB_237,NZ_LGSP01000005.1,100.0,567,0,0,1,567,44747,45313,0.0,1023.0,100,GCF_001190165.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_043463216.1
trpB_483,NZ_CP012382.1,100.0,567,0,0,1,567,2211964,2211398,0.0,1023.0,100,GCF_001267885.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053129231.1
trpB_635,NZ_DF968229.1,100.0,567,0,0,1,567,49987,50553,0.0,1023.0,100,GCF_001270025.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_059416512.1
trpB_176,NZ_LGUS01000150.1,100.0,567,0,0,1,567,72386,72952,0.0,1023.0,100,GCF_001270505.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030039436.1
trpB_193,NZ_LGUP01000282.1,100.0,567,0,0,1,567,28130,28696,0.0,1023.0,100,GCF_001270515.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_017238749.1
trpB_582,NZ_LGUV01000144.1,100.0,567,0,0,1,567,37638,38204,0.0,1023.0,100,GCF_001270565.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030385534.1
trpB_82,NZ_LGUU01000084.1,100.0,567,0,0,1,567,4569,4003,0.0,1023.0,100,GCF_001270575.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030084360.1
trpB_210,NZ_LGUZ01000007.1,100.0,567,0,0,1,567,48573,48007,0.0,1023.0,100,GCF_001270675.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030728769.1
trpB_115,NZ_CP011340.1,100.0,567,0,0,1,567,6370241,6370807,0.0,1023.0,100,GCF_001278075.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_005318779.1
trpB_381,NZ_CP011522.1,100.0,567,0,0,1,567,6630856,6631422,0.0,1023.0,100,GCF_001278095.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053561618.1
trpB_221,NZ_LGCN01000251.1,100.0,567,0,0,1,567,120146,120712,0.0,1023.0,100,GCF_001279005.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030820707.1
trpB_64,NZ_LGCO01000271.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001279015.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_64,NZ_LGCP01000294.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001279025.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_219,NZ_LGCQ01000279.1,100.0,567,0,0,1,567,29917,30483,0.0,1023.0,100,GCF_001279065.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_031188620.1
trpB_64,NZ_LGCR01000321.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001279075.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_64,NZ_LGCT01000288.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001279095.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_64,NZ_LGCS01000348.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001279105.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_759,NZ_LGCV01000424.1,100.0,567,0,0,1,567,30193,30759,0.0,1023.0,100,GCF_001279345.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_242,NZ_LGCX01000234.1,100.0,567,0,0,1,567,17879,18445,0.0,1023.0,100,GCF_001279355.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030402212.1
trpB_584,NZ_LGCW01000318.1,100.0,567,0,0,1,567,7643,7077,0.0,1023.0,100,GCF_001279365.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053700791.1
trpB_64,NZ_LGCU01000351.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001279375.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_382,NZ_LGCY01000099.1,100.0,567,0,0,1,567,19002,19568,0.0,1023.0,100,GCF_001279425.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030297046.1
trpB_225,NZ_LGCZ01000152.1,100.0,567,0,0,1,567,6182,6748,0.0,1023.0,100,GCF_001279445.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_221,NZ_LGDQ01000286.1,100.0,567,0,0,1,567,7079,6513,0.0,1023.0,100,GCF_001279455.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053637186.1
trpB_225,NZ_LGDM01000295.1,100.0,567,0,0,1,567,32561,33127,0.0,1023.0,100,GCF_001279485.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_230,NZ_LGDR01000187.1,100.0,567,0,0,1,567,68418,67852,0.0,1023.0,100,GCF_001279495.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_383,NZ_LGDZ01000152.1,100.0,567,0,0,1,567,62144,61578,0.0,1023.0,100,GCF_001279545.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030347821.1
trpB_242,NZ_LGEF01000135.1,100.0,567,0,0,1,567,123217,123783,0.0,1023.0,100,GCF_001279605.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030402212.1
trpB_242,NZ_LGEH01000083.1,100.0,567,0,0,1,567,75277,74711,0.0,1023.0,100,GCF_001279615.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030402212.1
trpB_628,NZ_LGDA01000283.1,100.0,567,0,0,1,567,6402,6968,0.0,1023.0,100,GCF_001279625.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053704640.1
trpB_17,NZ_LGDC01000260.1,100.0,567,0,0,1,567,9063,8497,0.0,1023.0,100,GCF_001279685.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_740,NZ_LGDD01000294.1,100.0,567,0,0,1,567,12197,12763,0.0,1023.0,100,GCF_001279695.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053727830.1
trpB_401,NZ_LGDF01000128.1,100.0,567,0,0,1,567,18721,19287,0.0,1023.0,100,GCF_001279735.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053607325.1
trpB_230,NZ_LGDP01000177.1,100.0,567,0,0,1,567,68529,67963,0.0,1023.0,100,GCF_001279765.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_734,NZ_LGDO01000486.1,100.0,567,0,0,1,567,20029,20595,0.0,1023.0,100,GCF_001279805.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_107084090.1
trpB_229,NZ_LGDN01000124.1,100.0,567,0,0,1,567,69217,68651,0.0,1023.0,100,GCF_001279815.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_225,NZ_LGDL01000026.1,100.0,567,0,0,1,567,6249,6815,0.0,1023.0,100,GCF_001279845.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_229,NZ_LGDK01000155.1,100.0,567,0,0,1,567,69006,68440,0.0,1023.0,100,GCF_001279855.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_225,NZ_LGDJ01000151.1,100.0,567,0,0,1,567,6123,6689,0.0,1023.0,100,GCF_001279885.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_230,NZ_LGDI01000189.1,100.0,567,0,0,1,567,69241,68675,0.0,1023.0,100,GCF_001279905.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_225,NZ_LGDS01000142.1,100.0,567,0,0,1,567,63031,62465,0.0,1023.0,100,GCF_001279925.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_229,NZ_LGDH01000182.1,100.0,567,0,0,1,567,6158,6724,0.0,1023.0,100,GCF_001279935.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_229,NZ_LGDT01000136.1,100.0,567,0,0,1,567,6331,6897,0.0,1023.0,100,GCF_001279965.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030662156.1
trpB_933,NZ_LGDU01000415.1,100.0,567,0,0,1,567,96374,96940,0.0,1023.0,100,GCF_001279985.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053764088.1
trpB_317,NZ_LGEE01000237.1,100.0,567,0,0,1,567,15944,16510,0.0,1023.0,100,GCF_001280095.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053646390.1
trpB_317,NZ_LGEG01000235.1,100.0,567,0,0,1,567,19908,20474,0.0,1023.0,100,GCF_001280125.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053646390.1
trpB_270,NZ_LJBR01000556.1,100.0,567,0,0,1,567,5156,5722,0.0,1023.0,100,GCF_001282115.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_053853134.1
trpB_920,NZ_BBZE01000004.1,100.0,567,0,0,1,567,615062,615628,0.0,1023.0,100,GCF_001293595.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030417901.1
trpB_61,NZ_LGKG01000145.1,100.0,567,0,0,1,567,38101,37535,0.0,1023.0,100,GCF_001294335.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_046928542.1
trpB_465,NZ_LGKJ01000152.1,100.0,567,0,0,1,567,13274,13840,0.0,1023.0,100,GCF_001294345.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_031094331.1
trpB_294,NZ_LIQD01000001.1,100.0,567,0,0,1,567,748472,747906,0.0,1023.0,100,GCF_001414545.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055416441.1
trpB_242,NZ_BBOK01000013.1,100.0,567,0,0,1,567,122673,123239,0.0,1023.0,100,GCF_001417675.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030402212.1
trpB_854,NZ_BBRS01000006.1,100.0,567,0,0,1,567,318880,318314,0.0,1023.0,100,GCF_001417695.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055621574.1
trpB_885,NZ_BBUZ01000031.1,100.0,567,0,0,1,567,258854,258288,0.0,1023.0,100,GCF_001417735.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055554385.1
trpB_131,NZ_LIPO01000443.1,100.0,567,0,0,1,567,5498,6064,0.0,1023.0,100,GCF_001418125.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_016468399.1
trpB_224,NZ_LIPQ01000222.1,100.0,567,0,0,1,567,670,1236,0.0,1023.0,100,GCF_001418135.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055601537.1
trpB_541,NZ_LIPR01000502.1,100.0,567,0,0,1,567,6087,5521,0.0,1023.0,100,GCF_001418165.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055609198.1
trpB_555,NZ_LIPS01000161.1,100.0,567,0,0,1,567,5390,5956,0.0,1023.0,100,GCF_001418175.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055595488.1
trpB_721,NZ_LIPN01000142.1,100.0,567,0,0,1,567,3884,4450,0.0,1023.0,100,GCF_001418325.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055565965.1
trpB_829,NZ_LIQN01000033.1,100.0,567,0,0,1,567,13497,14063,0.0,1023.0,100,GCF_001418385.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055527455.1
trpB_537,NZ_LIQM01000689.1,100.0,567,0,0,1,567,6362,6928,0.0,1023.0,100,GCF_001418395.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055574498.1
trpB_452,NZ_LIQT01000297.1,100.0,567,0,0,1,567,5391,5957,0.0,1023.0,100,GCF_001418415.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055595488.1
trpB_15,NZ_LIQU01000226.1,100.0,567,0,0,1,567,35492,36058,0.0,1023.0,100,GCF_001418465.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055550358.1
trpB_152,NZ_LIQX01000025.1,100.0,567,0,0,1,567,29903,30469,0.0,1023.0,100,GCF_001418475.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055512155.1
trpB_131,NZ_LIQP01000389.1,100.0,567,0,0,1,567,4625,5191,0.0,1023.0,100,GCF_001418545.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_016468399.1
trpB_1,NZ_LIQV01000189.1,100.0,567,0,0,1,567,9607,10173,0.0,1023.0,100,GCF_001418625.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_015607948.1
trpB_163,NZ_LIQW01000012.1,100.0,567,0,0,1,567,16582,17148,0.0,1023.0,100,GCF_001418645.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055536705.1
trpB_879,NZ_LIQZ01000070.1,100.0,567,0,0,1,567,102752,103318,0.0,1023.0,100,GCF_001418655.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055612139.1
trpB_564,NZ_LIRG01000052.1,100.0,567,0,0,1,567,983,417,0.0,1023.0,100,GCF_001419695.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055693277.1
trpB_450,NZ_LIRH01000652.1,100.0,567,0,0,1,567,6084,5518,0.0,1023.0,100,GCF_001419705.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_055692487.1
trpB_700,NZ_LMDL01000065.1,100.0,567,0,0,1,567,371561,370995,0.0,1023.0,100,GCF_001425805.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_057618469.1
trpB_421,NZ_LMEL01000022.1,100.0,567,0,0,1,567,276487,275921,0.0,1023.0,100,GCF_001426325.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_050358090.1
trpB_213,NZ_LMEP01000012.1,100.0,567,0,0,1,567,1043857,1044423,0.0,1023.0,100,GCF_001426405.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_056560722.1
trpB_504,NZ_LMEI01000008.1,100.0,567,0,0,1,567,250611,251177,0.0,1023.0,100,GCF_001426585.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_056645728.1
trpB_421,NZ_LMGX01000001.1,100.0,567,0,0,1,567,276574,276008,0.0,1023.0,100,GCF_001427565.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_050358090.1
trpB_213,NZ_LMHG01000012.1,100.0,567,0,0,1,567,1044385,1044951,0.0,1023.0,100,GCF_001427745.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_056560722.1
trpB_5,NZ_CP009802.1,100.0,567,0,0,1,567,5737231,5737797,0.0,1023.0,100,GCF_001431765.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_075987431.1
trpB_421,NZ_CM003601.1,100.0,567,0,0,1,567,1853602,1853036,0.0,1023.0,100,GCF_001434355.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_050358090.1
trpB_713,NZ_LNBE01000004.1,100.0,567,0,0,1,567,911072,911638,0.0,1023.0,100,GCF_001445655.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_058044868.1
trpB_192,NZ_LLZU01000013.1,100.0,567,0,0,1,567,4870,5436,0.0,1023.0,100,GCF_001445835.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_026219964.1
trpB_569,NZ_LMTQ02000019.1,100.0,567,0,0,1,567,22382,22948,0.0,1023.0,100,GCF_001469455.2,tryptophan synthase subunit beta,trpB,,with_protein,WP_042166054.1
trpB_451,NZ_LOCL01000062.1,100.0,567,0,0,1,567,312723,312157,0.0,1023.0,100,GCF_001482415.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_058851675.1
trpB_929,NZ_CP013743.1,100.0,567,0,0,1,567,7354327,7354893,0.0,1023.0,100,GCF_001484565.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_058925888.1
trpB_741,NZ_BCMM01000014.1,100.0,567,0,0,1,567,40799,40233,0.0,1023.0,100,GCF_001485125.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_013004398.1
trpB_64,NZ_LMWF01000298.1,100.0,567,0,0,1,567,29727,30293,0.0,1023.0,100,GCF_001507395.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003984043.1
trpB_769,NZ_LLZG01000371.1,100.0,567,0,0,1,567,10526,9960,0.0,1023.0,100,GCF_001509475.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062710101.1
trpB_764,NZ_LLZI01000232.1,100.0,567,0,0,1,567,30820,30254,0.0,1023.0,100,GCF_001509485.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_066981351.1
trpB_39,NZ_LLZL01000224.1,100.0,567,0,0,1,567,26152,26718,0.0,1023.0,100,GCF_001509565.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003947536.1
trpB_311,NZ_LLZJ01000232.1,100.0,567,0,0,1,567,191949,191383,0.0,1023.0,100,GCF_001509775.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_059144996.1
trpB_435,NZ_LLZM01000134.1,100.0,567,0,0,1,567,123864,124430,0.0,1023.0,100,GCF_001509785.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062675034.1
trpB_435,NZ_LLZN01000024.1,100.0,567,0,0,1,567,123864,124430,0.0,1023.0,100,GCF_001509795.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062675034.1
trpB_873,NZ_KQ948144.1,100.0,567,0,0,1,567,1295106,1295672,0.0,1023.0,100,GCF_001513955.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_031048151.1
trpB_831,NZ_KQ948016.1,100.0,567,0,0,1,567,354470,353904,0.0,1023.0,100,GCF_001513965.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_066992568.1
trpB_865,NZ_KQ947984.1,100.0,567,0,0,1,567,373887,373321,0.0,1023.0,100,GCF_001513975.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062143004.1
trpB_748,NZ_KQ948179.1,100.0,567,0,0,1,567,334395,333829,0.0,1023.0,100,GCF_001513985.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062024654.1
trpB_110,NZ_KQ948305.1,100.0,567,0,0,1,567,373320,373886,0.0,1023.0,100,GCF_001514045.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062038038.1
trpB_507,NZ_KQ948357.1,100.0,567,0,0,1,567,281138,281704,0.0,1023.0,100,GCF_001514055.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_059263892.1
trpB_784,NZ_KQ948432.1,100.0,567,0,0,1,567,349909,349343,0.0,1023.0,100,GCF_001514065.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_059197483.1
trpB_135,NZ_KQ948583.1,100.0,567,0,0,1,567,342277,341711,0.0,1023.0,100,GCF_001514135.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_010987578.1
trpB_730,NZ_KQ948659.1,100.0,567,0,0,1,567,317936,318502,0.0,1023.0,100,GCF_001514145.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_059206064.1
trpB_114,NZ_KQ948735.1,100.0,567,0,0,1,567,1068549,1069115,0.0,1023.0,100,GCF_001514195.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062236424.1
trpB_782,NZ_KQ948854.1,100.0,567,0,0,1,567,115365,114799,0.0,1023.0,100,GCF_001514215.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_061919590.1
trpB_717,NZ_KQ948927.1,100.0,567,0,0,1,567,386284,386850,0.0,1023.0,100,GCF_001514235.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062719050.1
trpB_176,NZ_KQ948997.1,100.0,567,0,0,1,567,130664,131230,0.0,1023.0,100,GCF_001514265.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030039436.1
trpB_559,NZ_KQ949023.1,100.0,567,0,0,1,567,1285606,1286172,0.0,1023.0,100,GCF_001514285.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_067245302.1
trpB_739,NZ_LQYB01000012.1,100.0,567,0,0,1,567,102306,102872,0.0,1023.0,100,GCF_001531145.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_030850937.1
trpB_815,NZ_CP016279.1,100.0,567,0,0,1,567,8577278,8576712,0.0,1023.0,100,GCF_001542625.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_067313466.1
trpB_180,NZ_LRQW01001015.1,100.0,567,0,0,1,567,2360,2926,0.0,1023.0,100,GCF_001550215.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_013004398.1
trpB_307,NZ_LRQX01001224.1,100.0,567,0,0,1,567,2368,2934,0.0,1023.0,100,GCF_001550225.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_013004398.1
trpB_307,NZ_LRTM01001081.1,100.0,567,0,0,1,567,2375,2941,0.0,1023.0,100,GCF_001550235.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_013004398.1
trpB_290,NZ_LRTN01001238.1,100.0,567,0,0,1,567,2368,2934,0.0,1023.0,100,GCF_001550245.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_037728340.1
trpB_738,NZ_LRTO01001060.1,100.0,567,0,0,1,567,14544,15110,0.0,1023.0,100,GCF_001550295.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_060882017.1
trpB_78,NZ_BBOU01000075.1,100.0,567,0,0,1,567,29590,30156,0.0,1023.0,100,GCF_001553435.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_060954068.1
trpB_57,NZ_BBOX01000120.1,100.0,567,0,0,1,567,18963,18397,0.0,1023.0,100,GCF_001553455.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_060944737.1
trpB_57,NZ_BBOY01000215.1,100.0,567,0,0,1,567,29116,29682,0.0,1023.0,100,GCF_001553475.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_060944737.1
trpB_78,NZ_BCAN01000217.1,100.0,567,0,0,1,567,29294,29860,0.0,1023.0,100,GCF_001570645.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_060954068.1
trpB_307,NZ_LRSS01001087.1,100.0,567,0,0,1,567,2375,2941,0.0,1023.0,100,GCF_001572115.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_013004398.1
trpB_707,NZ_CP014485.1,100.0,567,0,0,1,567,5766717,5767283,0.0,1023.0,100,GCF_001577385.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_061405080.1
trpB_307,NZ_LSZY01000847.1,100.0,567,0,0,1,567,896,1462,0.0,1023.0,100,GCF_001579685.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_013004398.1
trpB_222,NZ_BBUY01000007.1,100.0,567,0,0,1,567,125405,125971,0.0,1023.0,100,GCF_001590865.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_066932338.1
trpB_549,NZ_LQYF01000001.1,100.0,567,0,0,1,567,4661990,4662556,0.0,1023.0,100,GCF_001592685.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062756551.1
trpB_316,NZ_LOSR01000225.1,100.0,567,0,0,1,567,66109,65543,0.0,1023.0,100,GCF_001595515.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062138759.1
trpB_94,NZ_CP007153.1,100.0,567,0,0,1,567,3215620,3215054,0.0,1023.0,100,GCF_001598115.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_086708543.1
trpB_464,NZ_CP015098.1,100.0,567,0,0,1,567,2410004,2409438,0.0,1023.0,100,GCF_001611795.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_062926304.1
trpB_297,NZ_CP012949.1,100.0,567,0,0,1,567,2153677,2153111,0.0,1023.0,100,GCF_001632865.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_063481817.1
trpB_839,NZ_CP119133.1,100.0,567,0,0,1,567,6804792,6805358,0.0,1023.0,100,GCF_001636945.2,tryptophan synthase subunit beta,trpB,,with_protein,WP_067042705.1
trpB_547,NZ_LXIC01000008.1,100.0,567,0,0,1,567,301756,301190,0.0,1023.0,100,GCF_001640565.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_063732340.1
trpB_805,NZ_LWCC02000005.1,100.0,567,0,0,1,567,3618782,3619348,0.0,1023.0,100,GCF_001642695.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_166023160.1
trpB_547,NZ_CP015726.1,100.0,567,0,0,1,567,3024890,3024324,0.0,1023.0,100,GCF_001650215.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_063732340.1
trpB_342,NZ_BBON01000092.1,100.0,567,0,0,1,567,30958,31524,0.0,1023.0,100,GCF_001652895.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_064457566.1
trpB_398,NZ_CP015866.1,100.0,567,0,0,1,567,1797104,1796538,0.0,1023.0,100,GCF_001660045.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_064727389.1
trpB_131,NZ_LYOT01000424.1,100.0,567,0,0,1,567,5842,6408,0.0,1023.0,100,GCF_001661615.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_016468399.1
trpB_259,NZ_LWAB01000011.1,100.0,567,0,0,1,567,1377196,1376630,0.0,1023.0,100,GCF_001672315.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_065003083.1
trpB_806,NZ_CP016438.1,100.0,567,0,0,1,567,2820192,2819626,0.0,1023.0,100,GCF_001685355.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_067430874.1
trpB_209,NZ_LZRD01000007.1,100.0,567,0,0,1,567,268906,268340,0.0,1023.0,100,GCF_001687325.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_065481005.1
trpB_141,NZ_CP016559.1,100.0,567,0,0,1,567,5374173,5374739,0.0,1023.0,100,GCF_001693675.1,tryptophan synthase subunit beta,trpB,,with_protein,WP_003960143.1
